model_id,data_id,d_spec_file,model,m_seed
dataset_pt3_m54,dataset_pt3_d5,specs/dataset_pt3_d_spec.csv,ban_8,42361
dataset_pt3_m55,dataset_pt3_d5,specs/dataset_pt3_d_spec.csv,mfb,79781
dataset_pt3_m56,dataset_pt3_d5,specs/dataset_pt3_d_spec.csv,mfh,58762
dataset_pt3_m57,dataset_pt3_d5,specs/dataset_pt3_d_spec.csv,butd,23757
dataset_pt3_m58,dataset_pt3_d5,specs/dataset_pt3_d_spec.csv,mmnasnet_small,24121
dataset_pt3_m59,dataset_pt3_d5,specs/dataset_pt3_d_spec.csv,mmnasnet_large,18184
dataset_pt3_m60,dataset_pt3_d6,specs/dataset_pt3_d_spec.csv,butd_eff,81217
dataset_pt3_m61,dataset_pt3_d6,specs/dataset_pt3_d_spec.csv,mcan_small,45345
dataset_pt3_m62,dataset_pt3_d6,specs/dataset_pt3_d_spec.csv,mcan_large,81898
dataset_pt3_m63,dataset_pt3_d6,specs/dataset_pt3_d_spec.csv,ban_4,65973
dataset_pt3_m64,dataset_pt3_d6,specs/dataset_pt3_d_spec.csv,ban_8,63491
dataset_pt3_m65,dataset_pt3_d6,specs/dataset_pt3_d_spec.csv,mfb,30114
dataset_pt3_m66,dataset_pt3_d6,specs/dataset_pt3_d_spec.csv,mfh,42583
dataset_pt3_m67,dataset_pt3_d6,specs/dataset_pt3_d_spec.csv,butd,46646
dataset_pt3_m68,dataset_pt3_d6,specs/dataset_pt3_d_spec.csv,mmnasnet_small,41186
dataset_pt3_m69,dataset_pt3_d6,specs/dataset_pt3_d_spec.csv,mmnasnet_large,49015
dataset_pt3_m70,dataset_pt3_d7,specs/dataset_pt3_d_spec.csv,butd_eff,61405
dataset_pt3_m71,dataset_pt3_d7,specs/dataset_pt3_d_spec.csv,mcan_small,87053
dataset_pt3_m72,dataset_pt3_d7,specs/dataset_pt3_d_spec.csv,mcan_large,5365
dataset_pt3_m73,dataset_pt3_d7,specs/dataset_pt3_d_spec.csv,ban_4,16186
dataset_pt3_m74,dataset_pt3_d7,specs/dataset_pt3_d_spec.csv,ban_8,25242
dataset_pt3_m75,dataset_pt3_d7,specs/dataset_pt3_d_spec.csv,mfb,9834
dataset_pt3_m76,dataset_pt3_d7,specs/dataset_pt3_d_spec.csv,mfh,63944
dataset_pt3_m77,dataset_pt3_d7,specs/dataset_pt3_d_spec.csv,butd,55210
dataset_pt3_m78,dataset_pt3_d7,specs/dataset_pt3_d_spec.csv,mmnasnet_small,26588
dataset_pt3_m79,dataset_pt3_d7,specs/dataset_pt3_d_spec.csv,mmnasnet_large,57578
dataset_pt3_m80,dataset_pt3_d8,specs/dataset_pt3_d_spec.csv,butd_eff,89160
dataset_pt3_m81,dataset_pt3_d8,specs/dataset_pt3_d_spec.csv,mcan_small,82545
dataset_pt3_m82,dataset_pt3_d8,specs/dataset_pt3_d_spec.csv,mcan_large,32976
dataset_pt3_m83,dataset_pt3_d8,specs/dataset_pt3_d_spec.csv,ban_4,94477
dataset_pt3_m84,dataset_pt3_d8,specs/dataset_pt3_d_spec.csv,ban_8,78265
dataset_pt3_m85,dataset_pt3_d8,specs/dataset_pt3_d_spec.csv,mfb,86146
dataset_pt3_m86,dataset_pt3_d8,specs/dataset_pt3_d_spec.csv,mfh,81430
dataset_pt3_m87,dataset_pt3_d8,specs/dataset_pt3_d_spec.csv,butd,92315
dataset_pt3_m88,dataset_pt3_d8,specs/dataset_pt3_d_spec.csv,mmnasnet_small,9166
dataset_pt3_m89,dataset_pt3_d8,specs/dataset_pt3_d_spec.csv,mmnasnet_large,37324
dataset_pt3_m90,dataset_pt3_d9,specs/dataset_pt3_d_spec.csv,butd_eff,33787
dataset_pt3_m91,dataset_pt3_d9,specs/dataset_pt3_d_spec.csv,mcan_small,10581
dataset_pt3_m92,dataset_pt3_d9,specs/dataset_pt3_d_spec.csv,mcan_large,33069
dataset_pt3_m93,dataset_pt3_d9,specs/dataset_pt3_d_spec.csv,ban_4,82771
dataset_pt3_m94,dataset_pt3_d9,specs/dataset_pt3_d_spec.csv,ban_8,89070
dataset_pt3_m95,dataset_pt3_d9,specs/dataset_pt3_d_spec.csv,mfb,11673
dataset_pt3_m96,dataset_pt3_d9,specs/dataset_pt3_d_spec.csv,mfh,43979
dataset_pt3_m97,dataset_pt3_d9,specs/dataset_pt3_d_spec.csv,butd,90698
dataset_pt3_m98,dataset_pt3_d9,specs/dataset_pt3_d_spec.csv,mmnasnet_small,86048
dataset_pt3_m99,dataset_pt3_d9,specs/dataset_pt3_d_spec.csv,mmnasnet_large,28165
dataset_pt3_m100,dataset_pt3_d10,specs/dataset_pt3_d_spec.csv,butd_eff,71009
dataset_pt3_m101,dataset_pt3_d10,specs/dataset_pt3_d_spec.csv,mcan_small,1958
dataset_pt3_m102,dataset_pt3_d10,specs/dataset_pt3_d_spec.csv,mcan_large,88309
dataset_pt3_m103,dataset_pt3_d10,specs/dataset_pt3_d_spec.csv,ban_4,3826
dataset_pt3_m104,dataset_pt3_d10,specs/dataset_pt3_d_spec.csv,ban_8,47994
dataset_pt3_m105,dataset_pt3_d10,specs/dataset_pt3_d_spec.csv,mfb,53828
dataset_pt3_m106,dataset_pt3_d10,specs/dataset_pt3_d_spec.csv,mfh,32605
dataset_pt3_m107,dataset_pt3_d10,specs/dataset_pt3_d_spec.csv,butd,91695
dataset_pt3_m108,dataset_pt3_d10,specs/dataset_pt3_d_spec.csv,mmnasnet_small,40242
dataset_pt3_m109,dataset_pt3_d10,specs/dataset_pt3_d_spec.csv,mmnasnet_large,28860
dataset_pt3_m110,dataset_pt3_d11,specs/dataset_pt3_d_spec.csv,butd_eff,57237
dataset_pt3_m111,dataset_pt3_d11,specs/dataset_pt3_d_spec.csv,mcan_small,92178
dataset_pt3_m112,dataset_pt3_d11,specs/dataset_pt3_d_spec.csv,mcan_large,87554
dataset_pt3_m113,dataset_pt3_d11,specs/dataset_pt3_d_spec.csv,ban_4,80642
dataset_pt3_m114,dataset_pt3_d11,specs/dataset_pt3_d_spec.csv,ban_8,61818
dataset_pt3_m115,dataset_pt3_d11,specs/dataset_pt3_d_spec.csv,mfb,93540
dataset_pt3_m116,dataset_pt3_d11,specs/dataset_pt3_d_spec.csv,mfh,68231
dataset_pt3_m117,dataset_pt3_d11,specs/dataset_pt3_d_spec.csv,butd,51737
dataset_pt3_m118,dataset_pt3_d11,specs/dataset_pt3_d_spec.csv,mmnasnet_small,79768
dataset_pt3_m119,dataset_pt3_d11,specs/dataset_pt3_d_spec.csv,mmnasnet_large,37898
