model_id,data_id,d_spec_file,model,m_seed
dataset_pt1_m207,clean_d3,specs/clean_d_spec.csv,butd,72611
dataset_pt1_m208,clean_d3,specs/clean_d_spec.csv,mmnasnet_small,40029
dataset_pt1_m209,clean_d3,specs/clean_d_spec.csv,mmnasnet_large,63574
dataset_pt1_m210,clean_d3,specs/clean_d_spec.csv,butd_eff,96817
dataset_pt1_m211,clean_d3,specs/clean_d_spec.csv,mcan_small,92464
dataset_pt1_m212,clean_d3,specs/clean_d_spec.csv,mcan_large,86310
dataset_pt1_m213,clean_d3,specs/clean_d_spec.csv,ban_4,83610
dataset_pt1_m214,clean_d3,specs/clean_d_spec.csv,ban_8,36962
dataset_pt1_m215,clean_d3,specs/clean_d_spec.csv,mfb,8116
dataset_pt1_m216,clean_d3,specs/clean_d_spec.csv,mfh,28464
dataset_pt1_m217,clean_d3,specs/clean_d_spec.csv,butd,66914
dataset_pt1_m218,clean_d3,specs/clean_d_spec.csv,mmnasnet_small,52657
dataset_pt1_m219,clean_d3,specs/clean_d_spec.csv,mmnasnet_large,14456
dataset_pt1_m220,clean_d3,specs/clean_d_spec.csv,butd_eff,25220
dataset_pt1_m221,clean_d3,specs/clean_d_spec.csv,mcan_small,87933
dataset_pt1_m222,clean_d3,specs/clean_d_spec.csv,mcan_large,32343
dataset_pt1_m223,clean_d3,specs/clean_d_spec.csv,ban_4,35935
dataset_pt1_m224,clean_d3,specs/clean_d_spec.csv,ban_8,56645
dataset_pt1_m225,clean_d3,specs/clean_d_spec.csv,mfb,36258
dataset_pt1_m226,clean_d3,specs/clean_d_spec.csv,mfh,49265
dataset_pt1_m227,clean_d3,specs/clean_d_spec.csv,butd,62149
dataset_pt1_m228,clean_d3,specs/clean_d_spec.csv,mmnasnet_small,7490
dataset_pt1_m229,clean_d3,specs/clean_d_spec.csv,mmnasnet_large,79852
dataset_pt1_m230,clean_d3,specs/clean_d_spec.csv,butd_eff,52758
dataset_pt1_m231,clean_d3,specs/clean_d_spec.csv,mcan_small,26650
dataset_pt1_m232,clean_d3,specs/clean_d_spec.csv,mcan_large,88283
dataset_pt1_m233,clean_d3,specs/clean_d_spec.csv,ban_4,16646
dataset_pt1_m234,clean_d3,specs/clean_d_spec.csv,ban_8,19844
dataset_pt1_m235,clean_d3,specs/clean_d_spec.csv,mfb,25911
dataset_pt1_m236,clean_d3,specs/clean_d_spec.csv,mfh,83491
dataset_pt1_m237,clean_d3,specs/clean_d_spec.csv,butd,2339
dataset_pt1_m238,clean_d3,specs/clean_d_spec.csv,mmnasnet_small,53260
dataset_pt1_m239,clean_d3,specs/clean_d_spec.csv,mmnasnet_large,70711
